platform_adi,kitle_fonlamasi_turu,kategori,fon_sekli,proje_adi,proje_sahibi,proje_sahibi_cinsiyet,kac_proje_destekledi,kac_projeye_abone,kac_projenin_sahibi,kac_proje_takiminda,konum,bolge,yil,proje_baslama_tarihi,proje_bitis_tarihi,gun_sayisi,tanitim_videosu,video_uzunlugu,gorsel_sayisi,sss,guncellemeler,yorumlar,destekci_sayisi,odul_sayisi,ekip_kisi_sayisi,web_sitesi,sosyal_medya,sm_sayisi,sm_takipci,etiket_sayisi,icerik_kelime_sayisi,proje_aciklamasi,hedef_miktari,basari_durumu
fongogo,ödül,eğitim,ya hep ya hiç,ANADOLU'NUN GÜNEŞİ ÇORUM'UN YILDIZI HİTİT ANGELS ROBOTİK,Hitit Angels,belirsiz,0,0,2,0,çorum,karadeniz,2019,10.01.2019,11.03.2019,60,var,124,5,0,0,0,2,7,3,yok,var,2,108,5,990,Biz farklı okullardan öğrencilerin toplandığı bir robotik takımıyız. Hedeflerimizi ve hayallerimizi gerçekleştirmek için size ihtiyacımız var.,18750,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,İSTİHBARAT MEZARSIZ ÖLÜLER,ULUSLARARASI GENÇ SİNEMA VE TİYATROCULAR DERNEĞİ ANKARA,belirsiz,0,0,2,0,eskişehir,iç anadolu,2019,16.01.2019,2.03.2019,45,var,41,5,0,0,0,0,7,3,yok,var,2,773,5,555,PROJE AMACI İSTİHBARAT VE İÇERİSİNDE YER ALAN KARAKTERLERİ EN DOĞRU VE GERÇEK BİR BİÇİMDE ANLATMAK VE YAŞATMAKTIR.,15000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Marka Park Avm (7/24 Online Mağaza),Onur Can,erkek,0,0,1,0,izmir,ege,2014,21.11.2014,20.01.2015,60,yok,0,0,0,0,0,0,5,1,var,var,3,2491,0,335,"Online Alışveriş Merkezi Marka Park Avm herkes için, her çeşit markanın ve hizmetin bünyesinde bulunduğu bir platformdur.",25000,başarısız
fonbulucu,ödül,eğitim,ya hep ya hiç,Minik Hocalarımıza Destek,Mustafa Tüysüz,erkek,0,0,1,0,istanbul,marmara,2019,,,60,yok,0,1,0,0,0,0,5,1,yok,yok,0,0,0,326,"Küçük,Büyük kardeşlerimizin İslam ülkesine, Dünyaya geliş amacımız ve Kur'an , haya , edep , ahlak, arapça , hafızlık vb.. Çerçevesinde kardeslerimizin eğitim barinaklarin yapimina ve ihtiyaclarina  olmak.",50000,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,Geri Dönüştür,Ceyda Ece Dedeoğlu,kadın,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,115,eski eşyaların tasarlanarak geri dönüşümünü sağlanmasını ve özellikle ev hanımlarının gelir elde edebilme,9000,başarısız
arıkovanı,ödül,teknoloji,ya hep ya hiç,Noticy - Su Tasarrufu Aparatları ve Akıllı Ev Sistemleri,Umut Türemen,erkek,0,0,1,0,belirsiz,belirsiz,2020,,,60,var,60,32,17,0,11,12,10,2,yok,yok,0,0,0,3155,"Noticy Duş, duşta su, enerji ve para tasarruf etmenize yardımcı olan bir cihazdır",100000,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,Ygs- Lys- Teog Öğrenci Ve Velileri İçin Başucu Kitabı,Siran Kaleli,erkek,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,"Merhaba, 
Hem özel sekörde hem de okullarda çalışmış bir rehber öğretmenim. Yaklaşık 2 yıldır üzerinde ça",50000,başarısız
arıkovanı,ödül,teknoloji,ya hep ya hiç,Otsimo | Özel Eğitim Uygulaması,Zafer Elcik,erkek,0,0,1,0,belirsiz,belirsiz,2016,,,60,var,77,3,0,1,7,226,10,4,yok,yok,0,0,0,710,"Otsimo otizm, down sendromu ve diğer gelişimsel durumlara sahip çocuklara ücretsiz eğitsel oyunlar ve bu çocukların ailelerine veri analizine dayalı kontrol imkanı sunan mobil bir platformdur.",100000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Hamza,Gencay Kaplan,erkek,0,0,1,0,istanbul,marmara,2020,28.04.2020,27.06.2020,60,yok,0,1,0,0,0,0,9,1,yok,yok,0,0,5,298,"Evi yok, ailesi sokak hayvanları. Salgın günlerinde dahi kendini sokak hayvanlarını yaşatmaya adayan Hamza’nın hikayesini anlatan belgesel film.",20000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Kollar - Stop Motion Animasyon Kısa Film,Melih Önder,erkek,0,0,1,0,istanbul,marmara,2020,11.03.2020,10.04.2020,30,var,77,9,0,0,0,0,8,1,yok,yok,0,0,0,294,Stop Motion animasyon kısa filmimi tamamlayabilmem ve ardından yurt içi ve yurt dışı film festivallerine gönderebilmem için desteğinize ihtiyacım var.,5000,başarısız
fongogo,ödül,eğitim,hepsi kalsın,SosyalBen - Olmak İstediğim Ben,Ece Çiftçi,kadın,0,0,2,0,samsun,karadeniz,2014,07.04.2014,6.06.2014,60,var,250,6,0,0,0,9,3,1,yok,var,2,25202,0,198,Dezavantajlı bölgelerde ilköğretim çağındaki çocukları sosyalleştirmeyi ve onların yeteneklerini ortaya çıkartmayı amaçlayan  projeler gerçekleştirmektedir.,850,başarılı
fongogo,ödül,kültür-sanat,ya hep ya hiç,'' Suç Makinesi '' Tek kişilik Oyun,burak uyanık,erkek,0,0,1,0,istanbul,marmara,2017,09.07.2017,18.08.2017,40,yok,0,1,0,0,0,0,4,1,var,var,3,39,5,238,"Projemin amacı kendi yazıp yöneteceğim ve oynayacağım oyunu sergilemek, hayalimi gerçekleştirmek aynı zamanda oyun gelirini bir yardım kuruluşuna bağışlamak.",4000,başarısız
fongogo,ödül,gıda-yeme-içme,ya hep ya hiç,Organik Ürün Üretimevi,Mehmet Tover,erkek,0,0,1,0,antalya,akdeniz,2019,20.09.2019,4.11.2019,45,var,51,2,0,0,0,5,5,1,yok,var,2,1291,5,535,"Organik ürünlerimizin doğal sebeplerden dolayı kayıplarını önleyebilecek, faydalı ürün olarak işlenebilecek Üretimevi kurmayı planlıyoruz.",25000,başarısız
buluşum,ödül,sosyal sorumluluk,ya hep ya hiç,Freepark,Onur Kılıç,erkek,0,0,2,0,belirsiz,belirsiz,2017,,,60,yok,0,1,0,0,0,25,1,1,yok,yok,0,0,0,110,Engelli Alanlarına Başkası Park Etmesin!,25000,başarılı
fonbulucu,ödül,diğer,ya hep ya hiç,YePay,Ömer Faruk Şen,erkek,0,0,1,0,genel,genel,2018,,,60,yok,0,1,0,0,0,1,5,1,yok,yok,0,0,0,186,"Ye, öde, sosyalleş.",50000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Yankı (Kısa Film / Short Film),Hazal Kara,kadın,0,0,1,0,istanbul,marmara,2018,21.09.2018,24.10.2018,33,var,70,2,0,1,0,42,6,4,yok,yok,0,0,5,939,"""Bir yandan korkun bir yandan umudun varsa iki kanatlı olursun, tek kanatla uçulmaz zaten. "" 
Mevlana""",13500,başarılı
fonbulucu,ödül,çevre,ya hep ya hiç,OrtakMama,Burak Işık,erkek,0,0,1,0,ankara,iç anadolu,2018,,,60,var,39,4,0,0,2,55,6,1,var,var,3,404,0,242,OrtakMama sokakta yaşayan kedi ve köpeklerin beslenme barınma ve sağlık gereksinimlerini semt sakinlerinin karşılayabilmesini sağlayan bir sosyal girişimdir.,10000,başarılı
fongogo,ödül,kültür-sanat,ya hep ya hiç,Datça Tiyatro Festivali,Beste Karaduman,kadın,0,0,2,0,istanbul,marmara,2018,12.07.2018,22.07.2018,10,yok,0,3,0,0,0,0,7,3,var,var,2,946,5,147,"8 üniversiteli genç, “hikaye anlatıcılarına alan açmak” gayesi, Knidos’tan devraldığı tiyatro geleneğini Akdeniz ve Ege’nin birleşiminde yaşatan Datça...",15000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,Yüksek Sesle Düşünüyoruz!,No: Tiyatro,belirsiz,0,0,1,0,istanbul,marmara,2019,15.04.2019,14.06.2019,60,yok,0,17,0,0,0,2,6,3,var,var,1,32200,5,285,"Instagram, Twitter ve Youtube platformlarımızdan paralel biçimde yürütülen çeşitli paylaşımlarla ‘’tiyatro’’ ana başlığı altında kitleleri bir araya getirmek.",17000,başarısız
fongogo,ödül,spor,ya hep ya hiç,GENÇLİK VE SPOR MERKEZİ (GENÇMER),Celal Karadoğan,erkek,0,0,1,0,adana,akdeniz,2018,06.02.2018,7.04.2018,60,var,155,7,0,0,0,20,6,4,var,var,3,3013,1,421,Hayalimiz Türkiye'nin Sosyal Girişim odaklı ilk Gençlik Merkezini hayata geçirmek. Bu hayalimizi gerçekleştirmek için desteğinize ihtiyacımız var!,250000,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,Www.yiffos.com,Mustafa Şişmanoğlu,erkek,0,0,1,0,belirsiz,belirsiz,2020,,,60,var,19,1,0,0,0,3,1,1,yok,yok,0,0,0,43,"Toplum mühendisliği projesi. Topluma toplum içindeki farklılıkların hiç bir getirisinin olmadığını , aksine a",1453000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Ah Bir Ataş Ver,Gökhan Kaya,erkek,2,0,1,0,izmir,ege,2017,05.06.2017,4.08.2017,60,var,62,1,0,0,0,8,7,1,yok,var,2,5,5,360,"Nara burnunun mavi karanlığına gömülen 81 denizcimizin, koca bir ülkeyi gözyaşlarına boğan hikayesini beyaz perdede anlatmak istiyoruz.",10000,başarısız
crowdfon,ödül,müzik,ya hep ya hiç,Radyo Pati Destek İstiyor,Serkan Çeri,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,"Mart 2015 yılında yayın hayatına başlayan Radyo Pati, hayvan severler için hazırlanmış bir blog sitesinin yanı",3300,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Bîr / Bellek Sinema Filmi,Sezgin Cengiz,erkek,0,0,1,0,tunceli,doğu,2016,10.06.2016,10.07.2016,30,var,147,17,0,0,0,61,11,4,var,var,1,146,5,443,"""Birey ve psikoloji"" zemininde geçmişle bugünü buluşturan bir sinema filmi",50000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,YİRMİ ALTINCI MUHARREM,Abdullah Rıdvan Can,erkek,0,0,1,0,izmir,ege,2015,06.04.2015,5.06.2015,60,yok,0,16,0,0,0,0,10,1,yok,var,1,5,0,941,"Muharrem, dört yıldır denediği KPSS'de yeterli puan alamamakta ve zaten çok az ataması olan Tarih Bölümü'nden herhangi bir yere atanamamaktadır.",50000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Okuduğunu Anla (Etkinlik Kitabı),Kemal Akbayrak,erkek,0,0,1,0,rize,karadeniz,2019,25.03.2019,24.05.2019,60,yok,0,8,0,0,0,6,6,1,yok,yok,0,0,5,144,Çocuklar okuduğunu anlasın diye...,12000,başarısız
fonbulucu,ödül,hayvanlar,ya hep ya hiç,"Onlar iyi niyetli, saf ve masumdur..",Aydın Aykanat,erkek,0,0,1,0,niğde,iç anadolu,2019,,,60,var,26,1,0,0,0,0,4,1,yok,yok,0,0,0,193,Onların ihtiyacı olan tek şey sıcacık bir yuva..,750,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,"O bir kuş,hayır uçak,hayır hayır o bir Drone!",Muhammed Eren Yiğiter,erkek,0,0,1,0,eskişehir,iç anadolu,2020,22.04.2020,1.06.2020,40,var,45,3,0,0,0,0,5,1,yok,yok,0,0,0,137,Gözlerimizin göremediği ülkemizin eşsiz güzelliklerini herkese sunmak istiyorum.,8000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,QUBİT'E HAYAL ORTAĞI OLUN,Aslı Çakmak,kadın,0,0,6,0,istanbul,marmara,2020,14.01.2020,14.03.2020,60,var,64,11,0,0,0,0,6,2,var,var,4,277,0,262,Biz Maltepe Fen Lisesi robotik takımı olarak 2018'den beri katıldığımız FRC yarışmasına dördüncü kez katılıyoruz. Robotumuzu yapmak için desteğinizi bekliyoruz.,2000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,BİR PAZAR SONRASI '' After a Sunday '' BAĞIMSIZ SİNEMA FİLMİ,Enver Selvi,erkek,0,0,1,0,eskişehir,iç anadolu,2016,27.04.2016,11.06.2016,45,yok,0,10,0,0,0,6,6,1,yok,yok,0,0,0,606,Enver Melih Selvi'nin İlk Uzun Metraj Bağımsız Sinema Film Çalışması BİR PAZAR SONRASI...,12000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Kafes / The Cage,Ali Sait Tanrıverdi,erkek,0,0,1,1,belirsiz,belirsiz,2017,,27.06.2017,60,yok,0,2,0,0,0,4,5,1,yok,yok,0,0,0,120,-,10000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,Amed Şehir Tiyatrosu Yeni Sahne Projesi,Beyaz  Emektar,erkek,0,0,1,0,diyarbakır,güneydoğu,2020,20.01.2020,19.03.2020,59,var,30,11,0,0,0,203,7,1,yok,var,1,8692,0,195,Diyarbakır'da bir çok sanat alanı için alternatif sahne yaratmak istiyoruz.,75000,başarılı
fongogo,ödül,çevre,ya hep ya hiç,Didaktik Kargaşa,Ercan Taş,erkek,0,0,1,0,batman,güneydoğu,2016,01.02.2016,2.03.2016,30,yok,0,4,0,0,0,3,6,1,yok,var,2,4,0,154,"Yapılan seyahatlerde ülkedeki güncel durum ile alakalı -savaş ağırlıklı- fotoğraflar ile ses getirmek, gazetelere, haber kanallarına fotoğraf sunabilmek.",1000,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,Kitap Ve Kahve Kütüphanesi,Taha Furkan Baç,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,İnsanların kahvelerini yudumlarken sıcak ve sosyal bir birey olmalarını bunun la birlikte okuma alışkanlığı ka,50000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Konfigürasyon Uzmanlığı için uygulamalı eğitime katılmama destek olur musun,Sibel  Cimbar,kadın,0,0,1,0,ankara,iç anadolu,2020,24.09.2020,14.10.2020,20,var,62,2,1,0,0,2,5,1,yok,var,1,311,0,494,"Şuan talaşlı imalat yapan bir şirkette Kalite Güvence Mühendisi çalışıyorum ve hayalim, kariyer hedefim yazılım kalite güvence ve konfigürasyon uzmanı olmak.",4000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,INTHEJOY KUAFOR - KUAFÖRÜNÜ DESTEKLE,Kübra  Kaya,kadın,0,0,1,0,kocaeli,marmara,2020,20.04.2020,4.05.2020,14,var,73,6,0,0,0,0,4,1,yok,var,1,20900,0,128,Tüm güzellik hizmeti veren işletmeler gibi zor günlerden geçtiğimiz bu dönemde bize CANSUYU olmak sizin elinizde!,10000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,Family-aile,Seung-Hyun Chong,erkek,0,0,1,0,belirsiz,belirsiz,2014,,,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,Kuzey ve Güney Kore'de bölünmüş ve birbirlerine hiç görmeyen ailelerin dramını anlatmak istediğim kısa film'i,7000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Puduhepa'nın İLK Kız Kardeşi - Dilhan Ege Eryurt,Renan Tan Tavukcuoglu,kadın,4,0,3,0,istanbul,marmara,2019,19.05.2019,20.08.2019,93,var,419,5,0,0,0,43,9,2,var,var,3,378,5,423,"Geçen sene başarı ile hayata geçirdiğimiz 'Puduhepa ve Kız Kardeşleri' projesi büyüyor.Bu fonlama ile Puduhepa'yı ilk kız kardeşi ile buluşturmayı hedefliyoruz.""""""",13000,başarılı
crowdfon,ödül,gıda-yeme-içme,ya hep ya hiç,Yemek Kutusu Hizmeti,Tuğlu Ateşlı,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,"Projemde ki hedefim iş ve gündelik hayatta yemek sorununa taze, lezzetli, sağlıklı, hızlı ve pratik bir çözüm",50000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,18 Yaşındaki Genç Girişimciler Olarak Dijital Medya Ajansı Kurmak İstiyoruz,ataa aat,erkek,0,0,1,0,ankara,iç anadolu,2020,05.06.2020,4.08.2020,60,yok,0,2,0,0,0,0,7,3,yok,yok,0,0,0,459,Genç girişimciler olarak dijitalleşen dünyaya ayak uydurmaları için şirketlerimize ve işletmelerimize destek olacağız.,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,ALTIN ORMANA DÖNÜŞ,Mehmet Emrah Erkanı,erkek,0,0,1,1,düzce,karadeniz,2019,05.02.2019,7.03.2019,30,yok,0,1,0,2,0,9,8,2,yok,yok,0,0,3,282,"Büyülü gerçekçi bir drama olan Altın Ormana Dönüş kısa filminin set ekibinin emeklerinin karşılanması için fon oluşturabilmek istiyoruz.""",10000,başarılı
fongogo,ödül,teknoloji,ya hep ya hiç,Bizimle Dünyaya Kafa Tutmak İster misin?,Emrah Akın,erkek,0,0,1,0,istanbul,marmara,2019,06.09.2019,5.11.2019,60,var,118,2,0,0,0,0,9,1,var,var,3,79791,5,517,"Global arenada Türkiye'yi gururla temsil edecek, restoran/otellere yönelik yorum/puan manipülasyonunu ortadan kaldıracak uygulamam için sizden destek istiyorum.",80000,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,Kadınlar Bisiklete Binmeyi Öğreniyor,Deniz Yaylak,kadın,0,0,1,0,belirsiz,belirsiz,2018,,,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,Yakıt salınımına engel olmak ve çevremize faydalı olmak için kadınlara bisiklet binmeyi öğreteceğiz . Her yı,10000,başarısız
fongogo,ödül,diğer,ya hep ya hiç,"PAYLAŞIMIN, SEVGİNİN VE ÇOCUKLARIN İYİLİK EVİ HOBBIT HOUSE BALAT YAŞASIN !",SİNEM CAN,kadın,0,0,2,1,belirsiz,belirsiz,2017,,13.06.2017,60,var,60,8,1,1,1,25,6,2,var,var,2,510,4,413,"Çocuklara her şeyin ücretsiz olduğu iyilik evi, kredi borçları sebebi ile tehlikede. Harcamadığını paylaş, iyiliği bulaştır..",47000,başarılı
fongogo,ödül,sağlık-güzellik,hepsi kalsın,BACKSTAGE HAIR DESIGN  - Kuaförünü Destekle,Emre Özcan,erkek,1,0,1,0,antalya,akdeniz,2020,24.04.2020,8.05.2020,14,var,49,4,0,0,0,15,3,1,yok,var,1,9488,0,128,Tüm güzellik hizmeti veren işletmeler gibi zor günlerden geçtiğimiz bu dönemde bize CANSUYU olmak sizin elinizde!,10000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,Unutulmayan İnsan - Kısa Film Ek Destek Projesi,Mervan Tapınç,kadın,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,"BEN YÖNETMEN ADAYI BİR GENÇ, MERVAN TAPINÇ. HAYATIMI SANATA VE SİNEMAYA ADAMIŞ BİR GENÇ. BİR ÇOK ÜNLÜ YÖNET",5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,LAVİNYA - Sinema Filmi,KEREM TOPUZ,erkek,0,0,1,0,istanbul,marmara,2018,13.04.2018,31.05.2018,48,var,120,6,0,0,0,7,9,2,var,var,3,679,4,301,Filmimizin daha geniş bir izleyici kitlesiyle buluşması ve Türkiye'nin farklı noktalarında da gösterilebilmesi için desteğinize ihtiyacımız var.,30000,başarısız
fonbulucu,ödül,teknoloji,ya hep ya hiç,Codimis ile Geleceğini Kodla!,Caner Ünal,erkek,0,0,1,0,genel,genel,2020,,,60,var,66,1,0,0,0,2,8,4,var,var,2,317,0,340,"Yazılım alanında kendini geliştirmek isteyen kişilere güncel içerik ve kaynak sağlayarak, mentor destekli bir süreç eşliğinde iş ve staj bulmalarına yardımcı olan online platformdur.",10000,başarısız
fonbulucu,ödül,teknoloji,ya hep ya hiç,AssistFarm,Mehmet Aksoy,erkek,0,0,1,0,genel,genel,2020,,,60,var,52,5,0,0,0,0,6,4,yok,yok,0,0,0,437,Tohumun toprakla buluşmasından ürüne dönüşüp satışı yapılana kadar ürün üreticisinin asistanlığını yapmayı amaçlayan bir projedir.,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Devrim Yolcuları Belgeseli,Musa Kaplan,erkek,0,0,1,0,istanbul,marmara,2015,02.04.2015,1.06.2015,60,var,153,13,0,0,0,2,6,1,yok,yok,0,0,0,187,Bu belgesel bir yolculuğun hikâyesidir.,20000,başarısız
fonbulucu,ödül,sağlık-güzellik,ya hep ya hiç,SANAL FİTNESS MERKEZİ,Nurefşan Boyalı,kadın,0,0,1,0,genel,genel,2020,,,60,yok,0,1,0,0,0,1,5,2,yok,yok,0,0,0,169,"İnsanlara kendi vücutlarına uygun olmayan ve herkese aynı programı öneren sporcunun istek ve ihtiyaçlarını anlayamayan uygulamalar yerine, sporcunun ihtiyacını anlayan,sporcuya özel bir program çıkaran bir uygulama.",8000,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,Solucan Gübresi Vermicompost,Baran Çankaya,erkek,0,0,1,0,belirsiz,belirsiz,2017,,,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,- Granüler yapısı toprağın sütrüktürünü düzenleyip havalanmayı sağlarken su tutma kapasitesinin yüksekliğ,50000,başarısız
fongogo,ödül,çevre,ya hep ya hiç,Engelli Bireylere Yönelik Youtube Kanalı,Asdas Asdas,belirsiz,0,0,1,0,kocaeli,marmara,2020,11.03.2020,7.06.2020,88,yok,0,2,0,0,0,4,8,1,yok,yok,0,0,0,124,Engelli bireylere ve diğer tüm bireylere yönelik youtube kanalı açıp toplumu bu konuda bilinçlendirmek istiyorum.,6000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,arkasınabak - Ne Yediğinizi Bilin! Dengeli Beslenin!,Emre Kütük,erkek,0,0,1,0,istanbul,marmara,2020,09.03.2020,5.06.2020,88,var,61,2,0,0,0,3,8,2,yok,yok,0,0,0,544,Ne Yediginizi Bilin!,25000,başarısız
fongogo,ödül,diğer,ya hep ya hiç,"Geleneksel ""Bıdıkların Doğum Günü Şenliği""",Gabriela Oana Olaru,kadın,0,0,1,0,istanbul,marmara,2014,02.05.2014,1.07.2014,60,yok,0,4,0,0,0,2,5,1,yok,yok,0,0,0,197,Minnacık yüreklere kocaman eğlence ve mutluluk sığdırma oyunu.,5000,başarısız
fongogo,ödül,diğer,ya hep ya hiç,Acabanız Kalmasın  - Acaba.co,Cihat Ersin Aydın,erkek,1,0,1,0,istanbul,marmara,2018,19.03.2018,18.05.2018,60,yok,0,0,0,0,0,28,7,1,yok,yok,0,0,0,128,Aklınızdaki sorular cevapsız kalmasın.,18000,başarısız
fongogo,ödül,spor,ya hep ya hiç,Kızlar Sahada,Melis Abacioglu,kadın,0,0,1,0,istanbul,marmara,2015,04.03.2015,3.04.2015,30,var,123,6,0,0,0,3,11,2,var,var,2,7908,0,220,"7'den 70'e tüm kadınların turnuvası, Kızlar Sahada!",20000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,Secret Agnet: Istanbul - Gerçek Görüntülerden Oluşan Macera Oyunu ( Android Ve Ios ),Efe Sar,erkek,0,0,1,0,belirsiz,belirsiz,2016,,,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,"Senin Maceran ekibinin yarattığı ""Secret Agent: Istanbul"" oyunu Türkiye’nin ilk ve tek gerçek video görüntüler",10000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Point2office; Kullanılmayan Alanların Kiralanması İçin Online Pazaryeri,Serkaan Gullum,erkek,0,0,1,0,istanbul,marmara,2018,06.09.2018,4.11.2018,59,var,60,9,0,0,0,0,6,2,var,var,4,206,5,821,"Kişilerin ya da kurumların sahip oldukları alanları, kullanmadıklarında saatlik/günlük/haftalık/aylık olarak kiralanmasını sağlayan online kiralama platformudur""",20000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,Al İşte,Onur Adıgüzel,erkek,0,0,1,0,belirsiz,belirsiz,2013,,,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,40,"Türkiye'de çok yeni olan mockumentary (sahte belgesel) tarzındaki, internetin yepyeni müzikal komedi dizisi!",850,başarısız
crowdfon,ödül,kültür-sanat,ya hep ya hiç,Organ Bağışı,Selçuk Demirci,erkek,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,Amacım sizlerin de desteğiyle Organ Bağışı temasında güçlü bir sergi hazırlamak. Bu proje aynı zaman da ilk,8300,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,KAYIP GÖZLER ZAMANI,Fatih Güneş,erkek,0,0,1,0,izmir,ege,2019,27.02.2019,3.04.2019,35,yok,0,2,0,0,0,2,8,3,yok,var,1,339,0,700,"İnsan kaçakçılığı yaptığı dönemden tanıdığı bir mülteci ile karşılaşan Erdal, anılarının getirdiği rahatsızlığı yaşar ve mülteci ile yüzleşmeye karar verir.""""""""",8000,başarısız
arıkovanı,ödül,teknoloji,ya hep ya hiç,Ignite Greenhouse: Akıllı Sera,Yavuz Erzurumlu,erkek,0,0,1,0,belirsiz,belirsiz,2017,,,60,var,60,3,0,1,16,9,10,6,yok,yok,0,0,0,468,"Ignite Greenhouse bir akıllı sera projesidir. Sera bilgilerini uzaktan kontrol edebildiğin, talimatlar verebildiğin, hatta talimatları otomatik hale getirebildiğin bir otomasyon sistemidir",50000,başarısız
fonbulucu,ödül,sağlık-güzellik,ya hep ya hiç,Virüslerle Mücadelede Son Teknoloji,Berkin Enerji,belirsiz,0,0,1,0,istanbul,marmara,2020,,,60,var,165,7,0,0,0,21,4,1,var,yok,0,0,0,180,VDMone ve VDMoneNSI Covid-19 ile mücadelede her türlü yüzeyi dezenfekte eder ve aylarca koruma sağlar.,23600,başarılı
crowdfon,ödül,çevre,ya hep ya hiç,Temiz Yaşam Organik Yaşam,Hakan Cankaya,erkek,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,Sayın Fon Destekçilerim; Benim projem günümüz Türkiye'sinde yaşanan tarım sıkıntısı ve bu tarımda kullanıl,100000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,SENSE WATCH,Oğuzhan Aydemir,erkek,0,0,1,0,istanbul,marmara,2018,25.05.2018,24.07.2018,60,yok,0,3,0,0,0,0,5,1,var,yok,0,0,2,369,"İşitme engelli bir asistan düşünün, sessizlik içerisinde gerekli olan tüm verilere ulaşabilen... Sense Watch yeni hislerinle tanış...",30000,başarısız
